timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554774420722,2889,Register,201,,Thread Group 1-128,text,true,,358,341,317,317,https://csye6225-spring2019-cuijingy.me/user/register,2889,0,1061
1554774420128,4068,Register,201,,Thread Group 1-112,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4068,0,614
1554774419740,4450,Register,201,,Thread Group 1-98,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4450,0,505
1554774420104,4085,Register,201,,Thread Group 1-110,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4085,0,637
1554774420477,3712,Register,201,,Thread Group 1-127,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3712,0,339
1554774419980,4181,Register,201,,Thread Group 1-108,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4181,0,365
1554774419815,4339,Register,201,,Thread Group 1-97,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4339,0,466
1554774419112,4934,Register,201,,Thread Group 1-73,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4934,0,437
1554774418898,5147,Register,201,,Thread Group 1-63,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,5147,0,398
1554774421139,3011,Register,201,,Thread Group 1-166,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3011,0,1038
1554774419996,4267,Register,201,,Thread Group 1-107,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4267,0,392
1554774419129,4912,Register,201,,Thread Group 1-72,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4912,0,435
1554774421275,3051,Register,201,,Thread Group 1-143,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3051,0,953
1554774421175,2973,Register,201,,Thread Group 1-137,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,2973,0,955
1554774421272,3061,Register,201,,Thread Group 1-145,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3061,0,961
1554774421276,3089,Register,201,,Thread Group 1-168,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3089,0,953
